"year","party_simplified","candidatevotes","totalvotes","VAP","VEP","Turnout","Turnout_Percent_VAP","Turnout_Percent_VEP","state","category","Demographic subgroup","% oftotal vote","vote_percentage"
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Gender by marital status","Married women",0.26,0.51
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Gender by marital status","Unmarried men",0.2,0.45
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Gender by marital status","Unmarried women",0.23,0.36
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Protestant/Other Christian",0.43,0.39
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Catholic",0.25,0.52
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Jewish",0.02,0.76
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Other religion",0.08,0.68
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","No religious affiliation",0.22,0.65
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Protestant/Other Christian",0.43,0.6
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Catholic",0.25,0.47
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Jewish",0.02,0.22
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","Other religion",0.08,0.29
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Religion","No religious affiliation",0.22,0.31
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","18–24 years old",0.09,0.65
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","25–29 years old",0.07,0.54
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","30–39 years old",0.16,0.51
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","40–49 years old",0.16,0.54
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","50–64 years old",0.3,0.47
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","65 and older",0.22,0.47
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","18–24 years old",0.09,0.31
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","25–29 years old",0.07,0.43
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","30–39 years old",0.16,0.46
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","40–49 years old",0.16,0.44
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","50–64 years old",0.3,0.52
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Age","65 and older",0.22,0.52
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","High school or less",0.19,0.46
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Some college education",0.23,0.51
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Associate degree",0.16,0.47
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Bachelor's degree",0.27,0.51
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Postgraduate degree",0.15,0.62
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","High school or less",0.19,0.54
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Some college education",0.23,0.47
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Associate degree",0.16,0.5
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Bachelor's degree",0.27,0.47
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Education","Postgraduate degree",0.15,0.37
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","Under $30,000",0.15,0.54
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","$30,000–49,999",0.2,0.56
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","$50,000–99,999",0.39,0.56
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","$100,000–199,999",0.2,0.41
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","Over $200,000",0.07,0.48
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","Under $30,000",0.15,0.46
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","$30,000–49,999",0.2,0.44
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","$50,000–99,999",0.39,0.42
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","$100,000–199,999",0.2,0.57
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Income","Over $200,000",0.07,0.48
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Area type","Urban",0.29,0.6
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Area type","Suburban",0.51,0.5
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Area type","Rural",0.19,0.42
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Area type","Urban",0.29,0.38
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Area type","Suburban",0.51,0.48
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Area type","Rural",0.19,0.57
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Abortion should be","Legal in all/most cases",0.55,0.74
2020,"DEMOCRAT",81268908,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Abortion should be","Illegal in all/most cases",0.45,0.23
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Abortion should be","Legal in all/most cases",0.55,0.24
2020,"REPUBLICAN",74216146,158528503,12865974000,12272050593,8079827286,0.63,0.66,"NATIONAL","Abortion should be","Illegal in all/most cases",0.45,0.76
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Ideology","Conservatives",0.34,0.09
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Ideology","Liberals",0.23,0.91
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Ideology","Moderates",0.42,0.57
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Ideology","Conservatives",0.34,0.9
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Ideology","Liberals",0.23,0.07
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Ideology","Moderates",0.42,0.4
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender","Men",0.47,0.42
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender","Women",0.53,0.53
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender","Men",0.47,0.55
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender","Women",0.53,0.45
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Married men",0.28,0.38
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Married women",0.26,0.48
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Unmarried men",0.2,0.47
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Unmarried women",0.27,0.59
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Married men",0.28,0.6
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Married women",0.26,0.51
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Unmarried men",0.2,0.49
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Gender by marital status","Unmarried women",0.27,0.38
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Catholic",0.22,0.4
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Jewish",0.02,0.78
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","No religious affiliation",0.24,0.71
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Other religion",0.1,0.59
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Protestant/Other Christian",0.42,0.36
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Catholic",0.22,0.58
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Jewish",0.02,0.22
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","No religious affiliation",0.24,0.26
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Other religion",0.1,0.34
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Religion","Protestant/Other Christian",0.42,0.63
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","18–24 years old",0.09,0.54
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","25–29 years old",0.06,0.53
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","30–39 years old",0.16,0.5
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","40–49 years old",0.16,0.48
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","50–64 years old",0.27,0.43
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","65 and older",0.28,0.49
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","18–24 years old",0.09,0.42
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","25–29 years old",0.06,0.45
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","30–39 years old",0.16,0.46
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","40–49 years old",0.16,0.5
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","50–64 years old",0.27,0.56
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Age","65 and older",0.28,0.49
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Associate degree",0.16,0.41
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Bachelor's degree",0.24,0.53
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","High school or less",0.15,0.35
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Postgraduate degree",0.19,0.59
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Some college education",0.26,0.47
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Associate degree",0.16,0.56
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Bachelor's degree",0.24,0.45
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","High school or less",0.15,0.63
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Postgraduate degree",0.19,0.38
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Education","Some college education",0.26,0.51
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","$100,000–199,999",0.28,0.51
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","$30,000–49,999",0.16,0.45
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","$50,000–99,999",0.32,0.46
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","Over $200,000",0.13,0.51
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","Under $30,000",0.12,0.5
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","$100,000–199,999",0.28,0.47
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","$30,000–49,999",0.16,0.53
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","$50,000–99,999",0.32,0.51
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","Over $200,000",0.13,0.45
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Income","Under $30,000",0.12,0.46
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Area type","Rural",0.19,0.34
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Area type","Suburban",0.51,0.47
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Area type","Urban",0.29,0.59
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Area type","Rural",0.19,0.64
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Area type","Suburban",0.51,0.51
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Area type","Urban",0.29,0.38
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Abortion should be","Illegal in all/most cases",0.32,0.09
2024,"DEMOCRAT",57386899,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Abortion should be","Legal in all/most cases",0.65,0.68
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Abortion should be","Illegal in all/most cases",0.32,0.9
2024,"REPUBLICAN",64336037,123782421,13504747011,12478011390,7945988751,0.59,0.64,"NATIONAL","Abortion should be","Legal in all/most cases",0.65,0.3
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Ideology",NA,0.24,0.89
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Ideology",NA,0.38,0.64
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Ideology",NA,0.38,0.14
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Ideology",NA,0.24,0.1
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Ideology",NA,0.38,0.34
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Ideology",NA,0.38,0.85
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender",NA,0.48,0.45
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender",NA,0.52,0.57
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender",NA,0.48,0.53
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender",NA,0.52,0.42
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.3,0.43
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.26,0.48
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.2,0.52
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.23,0.62
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.3,0.55
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.26,0.51
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.2,0.45
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Gender by marital status",NA,0.23,0.36
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.43,0.39
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.25,0.52
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.02,0.76
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.08,0.68
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.22,0.65
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.43,0.6
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.25,0.47
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.02,0.22
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.08,0.29
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Religion",NA,0.22,0.31
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.09,0.65
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.07,0.54
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.16,0.51
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.16,0.54
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.3,0.47
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.22,0.47
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.09,0.31
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.07,0.43
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.16,0.46
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.16,0.44
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.3,0.52
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Age",NA,0.22,0.52
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.19,0.46
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.23,0.51
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.16,0.47
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.27,0.51
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.15,0.62
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.19,0.54
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.23,0.47
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.16,0.5
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.27,0.47
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Education",NA,0.15,0.37
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.15,0.54
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.2,0.56
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.39,0.56
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.2,0.41
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.07,0.48
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.15,0.46
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.2,0.44
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.39,0.42
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.2,0.57
2020,"REPUBLICAN",1441170,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Income",NA,0.07,0.48
2020,"DEMOCRAT",849624,2323282,252274000,240628443,158427986,0.628,0.658,"ALABAMA","Area type",NA,0.29,0.6
